Number,Nitride,R1,X1,V1,R2,X2,V3,R3,X3,R4,X4,R5,X5,R6,X6,R7,X7,R8,X8,I1,I2,I3,I4,I5,I6,I7,I8,PBE Eg (eV),HSE Eg (eV),Band offset (eV),Formation energy per atom (eV)
188,BeCdTiHfGaIn2YN8,0.9,1.57,2,1.48,1.69,4,1.36,1.54,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.8995,0.8678,0.6588,0.6585,0.5788,0.5583,0.5583,0.6,1.2648,2.5463,0.9343,-2.4109
189,BeCdZrHfAl3InN8,0.9,1.57,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.18,1.61,1.18,1.61,1.18,1.61,1.44,1.78,0.8995,0.8678,0.6401,0.6585,0.5775,0.5775,0.5775,0.5583,1.7388,3.1266,0.803,-2.7024
190,BeCdZrHfAlSc2YN8,0.9,1.57,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.18,1.61,1.44,1.36,1.44,1.36,1.62,1.22,0.8995,0.8678,0.6401,0.6585,0.5775,0.6331,0.6331,0.6,1.4414,2.5969,1.1077,-2.993
191,BeCdZrHfInSc2YN8,0.9,1.57,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.44,1.78,1.44,1.36,1.44,1.36,1.62,1.22,0.8995,0.8678,0.6401,0.6585,0.5583,0.6331,0.6331,0.6,1.6139,2.8384,0.9486,-2.8286
192,Mg2SnTiSc3YN8,1.3,1.31,2,1.3,1.31,4,1.41,1.96,1.36,1.54,1.44,1.36,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.7377,0.7086,0.6588,0.6331,0.6331,0.6331,0.6,2.1721,3.5683,0.3176,-2.9671
193,MgCaSi2Al2GaScN8,1.3,1.31,2,1.74,1.0,4,1.11,1.9,1.11,1.9,1.18,1.61,1.18,1.61,1.26,1.81,1.44,1.36,0.7377,0.5898,0.7865,0.7865,0.5775,0.5775,0.5788,0.6331,1.6686,3.2161,0.4452,-2.7759
194,MgCaSiSnGaInScYN8,1.3,1.31,2,1.74,1.0,4,1.11,1.9,1.41,1.96,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.7377,0.5898,0.7865,0.7086,0.5788,0.5583,0.6331,0.6,0.2584,1.598,0.9439,-2.4898
195,MgCaSiTiGa2Y2N8,1.3,1.31,2,1.74,1.0,4,1.11,1.9,1.36,1.54,1.26,1.81,1.26,1.81,1.62,1.22,1.62,1.22,0.7377,0.5898,0.7865,0.6588,0.5788,0.5788,0.6,0.6,1.7335,3.0494,0.3475,-2.7423
196,MgCaGeZrAlGa2InN8,1.3,1.31,2,1.74,1.0,4,1.22,2.01,1.48,1.33,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.78,0.7377,0.5898,0.762,0.6401,0.5775,0.5788,0.5788,0.5583,1.0453,2.4727,0.7374,-2.4094
197,MgCaSnTiAlGaY2N8,1.3,1.31,2,1.74,1.0,4,1.41,1.96,1.36,1.54,1.18,1.61,1.26,1.81,1.62,1.22,1.62,1.22,0.7377,0.5898,0.7086,0.6588,0.5775,0.5788,0.6,0.6,0.7884,2.0838,0.8129,-2.6379
198,MgCaSnTiGa2Sc2N8,1.3,1.31,2,1.74,1.0,4,1.41,1.96,1.36,1.54,1.26,1.81,1.26,1.81,1.44,1.36,1.44,1.36,0.7377,0.5898,0.7086,0.6588,0.5788,0.5788,0.6331,0.6331,1.168,2.5697,0.6769,-2.6362
199,MgCaSnHfAl2InScN8,1.3,1.31,2,1.74,1.0,4,1.41,1.96,1.5,1.3,1.18,1.61,1.18,1.61,1.44,1.78,1.44,1.36,0.7377,0.5898,0.7086,0.6585,0.5775,0.5775,0.5583,0.6331,0.8874,2.2378,0.8014,-2.6594
200,MgCaTiHfGaIn2YN8,1.3,1.31,2,1.74,1.0,4,1.36,1.54,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.7377,0.5898,0.6588,0.6585,0.5788,0.5583,0.5583,0.6,1.2621,2.5643,0.8225,-2.5677
201,MgSrSiGeGaInScYN8,1.3,1.31,2,1.92,0.95,4,1.11,1.9,1.22,2.01,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.7377,0.5495,0.7865,0.762,0.5788,0.5583,0.6331,0.6,0.3469,1.6601,0.879,-2.4619
202,MgSrSn2GaScY2N8,1.3,1.31,2,1.92,0.95,4,1.41,1.96,1.41,1.96,1.26,1.81,1.44,1.36,1.62,1.22,1.62,1.22,0.7377,0.5495,0.7086,0.7086,0.5788,0.6331,0.6,0.6,0.3043,1.4874,1.0661,-2.4607
203,MgSrSn2Sc2Y2N8,1.3,1.31,2,1.92,0.95,4,1.41,1.96,1.41,1.96,1.44,1.36,1.44,1.36,1.62,1.22,1.62,1.22,0.7377,0.5495,0.7086,0.7086,0.6331,0.6331,0.6,0.6,0.9973,2.2265,0.7218,-2.6513
204,MgSrSnTiGa2InScN8,1.3,1.31,2,1.92,0.95,4,1.41,1.96,1.36,1.54,1.26,1.81,1.26,1.81,1.44,1.78,1.44,1.36,0.7377,0.5495,0.7086,0.6588,0.5788,0.5788,0.5583,0.6331,0.6431,1.9468,1.0057,-2.3538
205,MgSrSnZrAlGa3N8,1.3,1.31,2,1.92,0.95,4,1.41,1.96,1.48,1.33,1.18,1.61,1.26,1.81,1.26,1.81,1.26,1.81,0.7377,0.5495,0.7086,0.6401,0.5775,0.5788,0.5788,0.5788,0.6179,2.0251,1.0882,-2.4126
206,MgBaSiZrInSc2YN8,1.3,1.31,2,1.98,0.89,4,1.11,1.9,1.48,1.33,1.44,1.78,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.5029,0.7865,0.6401,0.5583,0.6331,0.6331,0.6,1.2756,2.4847,0.9128,-2.7931
207,MgBaGeSnInSc2YN8,1.3,1.31,2,1.98,0.89,4,1.22,2.01,1.41,1.96,1.44,1.78,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.5029,0.762,0.7086,0.5583,0.6331,0.6331,0.6,0.2553,1.4321,1.1654,-2.4356
208,MgBaSn2AlGaInScN8,1.3,1.31,2,1.98,0.89,4,1.41,1.96,1.41,1.96,1.18,1.61,1.26,1.81,1.44,1.78,1.44,1.36,0.7377,0.5029,0.7086,0.7086,0.5775,0.5788,0.5583,0.6331,-0.4948,0.5765,1.7378,-2.1832
209,MgBaTi2InSc2YN8,1.3,1.31,2,1.98,0.89,4,1.36,1.54,1.36,1.54,1.44,1.78,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.5029,0.6588,0.6588,0.5583,0.6331,0.6331,0.6,1.1971,2.4011,0.9876,-2.8499
210,MgZnSiHfGa2In2N8,1.3,1.31,2,1.31,1.65,4,1.11,1.9,1.5,1.3,1.26,1.81,1.26,1.81,1.44,1.78,1.44,1.78,0.7377,0.9064,0.7865,0.6585,0.5788,0.5788,0.5583,0.5583,0.88,2.3307,0.755,-2.2931
211,MgZnGeTiGaSc2YN8,1.3,1.31,2,1.31,1.65,4,1.22,2.01,1.36,1.54,1.26,1.81,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.9064,0.762,0.6588,0.5788,0.6331,0.6331,0.6,2.0179,3.4141,0.3785,-2.7235
212,MgZnSnTiGaIn2YN8,1.3,1.31,2,1.31,1.65,4,1.41,1.96,1.36,1.54,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.7377,0.9064,0.7086,0.6588,0.5788,0.5583,0.5583,0.6,0.7813,2.1247,0.865,-2.2324
213,MgZnHf2InY3N8,1.3,1.31,2,1.31,1.65,4,1.5,1.3,1.5,1.3,1.44,1.78,1.62,1.22,1.62,1.22,1.62,1.22,0.7377,0.9064,0.6585,0.6585,0.5583,0.6,0.6,0.6,1.5891,2.92,0.6028,-2.8755
214,MgCdSiSnAlIn3N8,1.3,1.31,2,1.48,1.69,4,1.11,1.9,1.41,1.96,1.18,1.61,1.44,1.78,1.44,1.78,1.44,1.78,0.7377,0.8678,0.7865,0.7086,0.5775,0.5583,0.5583,0.5583,0.0296,1.1573,1.3372,-2.0396
215,MgCdSiSnGaY3N8,1.3,1.31,2,1.48,1.69,4,1.11,1.9,1.41,1.96,1.26,1.81,1.62,1.22,1.62,1.22,1.62,1.22,0.7377,0.8678,0.7865,0.7086,0.5788,0.6,0.6,0.6,0.9881,2.2826,0.7479,-2.5282
216,MgCdSiTiAlGaInScN8,1.3,1.31,2,1.48,1.69,4,1.11,1.9,1.36,1.54,1.18,1.61,1.26,1.81,1.44,1.78,1.44,1.36,0.7377,0.8678,0.7865,0.6588,0.5775,0.5788,0.5583,0.6331,1.433,2.7785,0.6125,-2.5102
217,MgCdSiTiAlGaY2N8,1.3,1.31,2,1.48,1.69,4,1.11,1.9,1.36,1.54,1.18,1.61,1.26,1.81,1.62,1.22,1.62,1.22,0.7377,0.8678,0.7865,0.6588,0.5775,0.5788,0.6,0.6,1.5597,2.8622,0.5326,-2.6483
218,MgCdGeZrGa2Y2N8,1.3,1.31,2,1.48,1.69,4,1.22,2.01,1.48,1.33,1.26,1.81,1.26,1.81,1.62,1.22,1.62,1.22,0.7377,0.8678,0.762,0.6401,0.5788,0.5788,0.6,0.6,1.1647,2.4773,0.6021,-2.4432
219,MgCdSnZrGaSc2YN8,1.3,1.31,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.26,1.81,1.44,1.36,1.44,1.36,1.62,1.22,0.7377,0.8678,0.7086,0.6401,0.5788,0.6331,0.6331,0.6,1.593,2.8653,0.6064,-2.6449
220,MgCdSnHfGaInScYN8,1.3,1.31,2,1.48,1.69,4,1.41,1.96,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.7377,0.8678,0.7086,0.6585,0.5788,0.5583,0.6331,0.6,0.8023,2.0532,0.8161,-2.4425
221,MgCdTiZrAlGaInScN8,1.3,1.31,2,1.48,1.69,4,1.36,1.54,1.48,1.33,1.18,1.61,1.26,1.81,1.44,1.78,1.44,1.36,0.7377,0.8678,0.6588,0.6401,0.5775,0.5788,0.5583,0.6331,1.5785,2.8893,0.7149,-2.5811
222,MgCdZr2GaIn2YN8,1.3,1.31,2,1.48,1.69,4,1.48,1.33,1.48,1.33,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.7377,0.8678,0.6401,0.6401,0.5788,0.5583,0.5583,0.6,1.234,2.4954,0.7214,-2.4057
223,Ca2SiGeAlIn2YN8,1.74,1.0,2,1.74,1.0,4,1.11,1.9,1.22,2.01,1.18,1.61,1.44,1.78,1.44,1.78,1.62,1.22,0.5898,0.5898,0.7865,0.762,0.5775,0.5583,0.5583,0.6,0.3061,1.6005,0.9058,-2.3402
224,Ca2SiTiIn2ScYN8,1.74,1.0,2,1.74,1.0,4,1.11,1.9,1.36,1.54,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.5898,0.5898,0.7865,0.6588,0.5583,0.5583,0.6331,0.6,0.7551,1.942,0.8053,-2.6472
225,Ca2SiHfInSc2YN8,1.74,1.0,2,1.74,1.0,4,1.11,1.9,1.5,1.3,1.44,1.78,1.44,1.36,1.44,1.36,1.62,1.22,0.5898,0.5898,0.7865,0.6585,0.5583,0.6331,0.6331,0.6,1.5274,2.8164,0.5513,-2.9254
226,Ca2GeTiAlGaIn2N8,1.74,1.0,2,1.74,1.0,4,1.22,2.01,1.36,1.54,1.18,1.61,1.26,1.81,1.44,1.78,1.44,1.78,0.5898,0.5898,0.762,0.6588,0.5775,0.5788,0.5583,0.5583,1.0264,2.3915,0.7528,-2.2553
227,Ca2GeZrAl2Y2N8,1.74,1.0,2,1.74,1.0,4,1.22,2.01,1.48,1.33,1.18,1.61,1.18,1.61,1.62,1.22,1.62,1.22,0.5898,0.5898,0.762,0.6401,0.5775,0.5775,0.6,0.6,1.3912,2.6606,0.5707,-2.7502
228,Ca2GeZrGaIn2YN8,1.74,1.0,2,1.74,1.0,4,1.22,2.01,1.48,1.33,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.5898,0.5898,0.762,0.6401,0.5788,0.5583,0.5583,0.6,0.5481,1.7976,0.8847,-2.3405
229,Ca2SnHfIn2Y2N8,1.74,1.0,2,1.74,1.0,4,1.41,1.96,1.5,1.3,1.44,1.78,1.44,1.78,1.62,1.22,1.62,1.22,0.5898,0.5898,0.7086,0.6585,0.5583,0.5583,0.6,0.6,0.4644,1.6962,0.866,-2.4982
230,CaSrGeZrAlY3N8,1.74,1.0,2,1.92,0.95,4,1.22,2.01,1.48,1.33,1.18,1.61,1.62,1.22,1.62,1.22,1.62,1.22,0.5898,0.5495,0.762,0.6401,0.5775,0.6,0.6,0.6,1.6746,2.9146,0.5838,-2.7995
231,CaSrSnTiAl2GaScN8,1.74,1.0,2,1.92,0.95,4,1.41,1.96,1.36,1.54,1.18,1.61,1.18,1.61,1.26,1.81,1.44,1.36,0.5898,0.5495,0.7086,0.6588,0.5775,0.5775,0.5788,0.6331,0.8222,2.124,0.921,-2.6235
232,CaSrSnTiAl2ScYN8,1.74,1.0,2,1.92,0.95,4,1.41,1.96,1.36,1.54,1.18,1.61,1.18,1.61,1.44,1.36,1.62,1.22,0.5898,0.5495,0.7086,0.6588,0.5775,0.5775,0.6331,0.6,0.7566,1.9773,0.8966,-2.7128
233,CaSrTiZrAlInScYN8,1.74,1.0,2,1.92,0.95,4,1.36,1.54,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.36,1.62,1.22,0.5898,0.5495,0.6588,0.6401,0.5775,0.5583,0.6331,0.6,1.3166,2.5239,0.8044,-2.8296
234,CaSrTiZrSc3YN8,1.74,1.0,2,1.92,0.95,4,1.36,1.54,1.48,1.33,1.44,1.36,1.44,1.36,1.44,1.36,1.62,1.22,0.5898,0.5495,0.6588,0.6401,0.6331,0.6331,0.6331,0.6,2.1586,3.3556,0.5265,-3.1712
235,CaSrZrHfGa3InN8,1.74,1.0,2,1.92,0.95,4,1.48,1.33,1.5,1.3,1.26,1.81,1.26,1.81,1.26,1.81,1.44,1.78,0.5898,0.5495,0.6401,0.6585,0.5788,0.5788,0.5788,0.5583,1.2667,2.6413,0.7576,-2.4428
236,CaBaSiTiGaInY2N8,1.74,1.0,2,1.98,0.89,4,1.11,1.9,1.36,1.54,1.26,1.81,1.44,1.78,1.62,1.22,1.62,1.22,0.5898,0.5029,0.7865,0.6588,0.5788,0.5583,0.6,0.6,1.7882,3.1131,0.5556,-2.6882
237,CaBaGeHfGaScY2N8,1.74,1.0,2,1.98,0.89,4,1.22,2.01,1.5,1.3,1.26,1.81,1.44,1.36,1.62,1.22,1.62,1.22,0.5898,0.5029,0.762,0.6585,0.5788,0.6331,0.6,0.6,1.4546,2.6696,0.6684,-2.6702
238,CaBaGeHfInSc3N8,1.74,1.0,2,1.98,0.89,4,1.22,2.01,1.5,1.3,1.44,1.78,1.44,1.36,1.44,1.36,1.44,1.36,0.5898,0.5029,0.762,0.6585,0.5583,0.6331,0.6331,0.6331,1.2931,2.5093,0.7132,-2.7329
239,CaBaSnTiGaSc2YN8,1.74,1.0,2,1.98,0.89,4,1.41,1.96,1.36,1.54,1.26,1.81,1.44,1.36,1.44,1.36,1.62,1.22,0.5898,0.5029,0.7086,0.6588,0.5788,0.6331,0.6331,0.6,1.3864,2.6156,0.7314,-2.669
240,CaBaTiZrGa2ScYN8,1.74,1.0,2,1.98,0.89,4,1.36,1.54,1.48,1.33,1.26,1.81,1.26,1.81,1.44,1.36,1.62,1.22,0.5898,0.5029,0.6588,0.6401,0.5788,0.5788,0.6331,0.6,1.4943,2.7261,0.5571,-2.7153
241,CaBaTiHfGaInY2N8,1.74,1.0,2,1.98,0.89,4,1.36,1.54,1.5,1.3,1.26,1.81,1.44,1.78,1.62,1.22,1.62,1.22,0.5898,0.5029,0.6588,0.6585,0.5788,0.5583,0.6,0.6,0.9118,2.0586,0.769,-2.648
242,CaZnSiZrGaIn2ScN8,1.74,1.0,2,1.31,1.65,4,1.11,1.9,1.48,1.33,1.26,1.81,1.44,1.78,1.44,1.78,1.44,1.36,0.5898,0.9064,0.7865,0.6401,0.5788,0.5583,0.5583,0.6331,0.8424,2.2218,0.7295,-2.4389
243,AlGaN2,1.18,1.61,3,1.18,1.61,3,1.18,1.61,1.18,1.61,1.26,1.81,1.26,1.81,1.26,1.81,1.26,1.81,0.5775,0.5775,0.5775,0.5775,0.5788,0.5788,0.5788,0.5788,2.8886,4.5694,-0.5927,-2.7449
244,CaZnSnZrAl2InScN8,1.74,1.0,2,1.31,1.65,4,1.41,1.96,1.48,1.33,1.18,1.61,1.18,1.61,1.44,1.78,1.44,1.36,0.5898,0.9064,0.7086,0.6401,0.5775,0.5775,0.5583,0.6331,0.7044,2.0531,0.8517,-2.5344
245,CaZnTiZrAlGaSc2N8,1.74,1.0,2,1.31,1.65,4,1.36,1.54,1.48,1.33,1.18,1.61,1.26,1.81,1.44,1.36,1.44,1.36,0.5898,0.9064,0.6588,0.6401,0.5775,0.5788,0.6331,0.6331,1.729,3.0471,0.6046,-2.8771
246,CaCdSiGeAlGa2ScN8,1.74,1.0,2,1.48,1.69,4,1.11,1.9,1.22,2.01,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.36,0.5898,0.8678,0.7865,0.762,0.5775,0.5788,0.5788,0.6331,0.7086,2.0901,0.785,-2.388
247,CaCdGeTiIn2ScYN8,1.74,1.0,2,1.48,1.69,4,1.22,2.01,1.36,1.54,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.5898,0.8678,0.762,0.6588,0.5583,0.5583,0.6331,0.6,0.7078,1.9004,0.8696,-2.3695
248,CaCdSnZrAlInSc2N8,1.74,1.0,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.36,1.44,1.36,0.5898,0.8678,0.7086,0.6401,0.5775,0.5583,0.6331,0.6331,0.8832,2.1278,0.8218,-2.5582
249,CaCdTiZrAl2In2N8,1.74,1.0,2,1.48,1.69,4,1.36,1.54,1.48,1.33,1.18,1.61,1.18,1.61,1.44,1.78,1.44,1.78,0.5898,0.8678,0.6588,0.6401,0.5775,0.5775,0.5583,0.5583,1.2597,2.5352,0.8419,-2.4266
250,CaCdZrHfAlInSc2N8,1.74,1.0,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.18,1.61,1.44,1.78,1.44,1.36,1.44,1.36,0.5898,0.8678,0.6401,0.6585,0.5775,0.5583,0.6331,0.6331,1.5566,2.8061,0.6779,-2.8162
251,CaCdZrHfGa2InScN8,1.74,1.0,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.26,1.81,1.26,1.81,1.44,1.78,1.44,1.36,0.5898,0.8678,0.6401,0.6585,0.5788,0.5788,0.5583,0.6331,1.2731,2.5879,0.7304,-2.5068
252,Sr2Sn2In2ScYN8,1.92,0.95,2,1.92,0.95,4,1.41,1.96,1.41,1.96,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.5495,0.5495,0.7086,0.7086,0.5583,0.5583,0.6331,0.6,-0.174,0.7192,1.4486,-2.1994
253,SrBaSiTiAlGaScYN8,1.92,0.95,2,1.98,0.89,4,1.11,1.9,1.36,1.54,1.18,1.61,1.26,1.81,1.44,1.36,1.62,1.22,0.5495,0.5029,0.7865,0.6588,0.5775,0.5788,0.6331,0.6,2.3999,3.7913,0.4463,-2.8672
254,SrBaGeSnAlGaY2N8,1.92,0.95,2,1.98,0.89,4,1.22,2.01,1.41,1.96,1.18,1.61,1.26,1.81,1.62,1.22,1.62,1.22,0.5495,0.5029,0.762,0.7086,0.5775,0.5788,0.6,0.6,1.7487,3.194,0.6012,-2.4611
255,SrBaGeTiAlScY2N8,1.92,0.95,2,1.98,0.89,4,1.22,2.01,1.36,1.54,1.18,1.61,1.44,1.36,1.62,1.22,1.62,1.22,0.5495,0.5029,0.762,0.6588,0.5775,0.6331,0.6,0.6,1.7408,2.9557,0.572,-2.6805
256,SrBaGeZrAlInScYN8,1.92,0.95,2,1.98,0.89,4,1.22,2.01,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.36,1.62,1.22,0.5495,0.5029,0.762,0.6401,0.5775,0.5583,0.6331,0.6,0.4076,1.5209,1.0097,-2.5204
257,SrBaGeHfAlIn2YN8,1.92,0.95,2,1.98,0.89,4,1.22,2.01,1.5,1.3,1.18,1.61,1.44,1.78,1.44,1.78,1.62,1.22,0.5495,0.5029,0.762,0.6585,0.5775,0.5583,0.5583,0.6,-0.0079,1.1142,1.2287,-2.2997
258,SrBaSnHfAlGa2InN8,1.92,0.95,2,1.98,0.89,4,1.41,1.96,1.5,1.3,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.78,0.5495,0.5029,0.7086,0.6585,0.5775,0.5788,0.5788,0.5583,0.0711,1.2643,1.1996,-2.2167
259,SrBaTi2AlGaSc2N8,1.92,0.95,2,1.98,0.89,4,1.36,1.54,1.36,1.54,1.18,1.61,1.26,1.81,1.44,1.36,1.44,1.36,0.5495,0.5029,0.6588,0.6588,0.5775,0.5788,0.6331,0.6331,1.6182,2.8498,0.7161,-2.7673
260,SrBaTiZrGa3YN8,1.92,0.95,2,1.98,0.89,4,1.36,1.54,1.48,1.33,1.26,1.81,1.26,1.81,1.26,1.81,1.62,1.22,0.5495,0.5029,0.6588,0.6401,0.5788,0.5788,0.5788,0.6,1.4328,2.6821,0.6622,-2.5528
261,SrBaZr2AlSc2YN8,1.92,0.95,2,1.98,0.89,4,1.48,1.33,1.48,1.33,1.18,1.61,1.44,1.36,1.44,1.36,1.62,1.22,0.5495,0.5029,0.6401,0.6401,0.5775,0.6331,0.6331,0.6,1.6703,2.8138,0.9381,-2.9771
262,SrZnSi2GaScY2N8,1.92,0.95,2,1.31,1.65,4,1.11,1.9,1.11,1.9,1.26,1.81,1.44,1.36,1.62,1.22,1.62,1.22,0.5495,0.9064,0.7865,0.7865,0.5788,0.6331,0.6,0.6,1.3721,2.7131,0.6095,-2.7159
263,SrZnGeTiIn2ScYN8,1.92,0.95,2,1.31,1.65,4,1.22,2.01,1.36,1.54,1.44,1.78,1.44,1.78,1.44,1.36,1.62,1.22,0.5495,0.9064,0.762,0.6588,0.5583,0.5583,0.6331,0.6,0.5976,1.8371,0.934,-2.3725
264,SrCdSiGeAlSc2YN8,1.92,0.95,2,1.48,1.69,4,1.11,1.9,1.22,2.01,1.18,1.61,1.44,1.36,1.44,1.36,1.62,1.22,0.5495,0.8678,0.7865,0.762,0.5775,0.6331,0.6331,0.6,1.3067,2.6224,0.6135,-2.6083
265,SrCdSiTiAlGa2InN8,1.92,0.95,2,1.48,1.69,4,1.11,1.9,1.36,1.54,1.18,1.61,1.26,1.81,1.26,1.81,1.44,1.78,0.5495,0.8678,0.7865,0.6588,0.5775,0.5788,0.5788,0.5583,0.9958,2.3566,0.8075,-2.2663
266,SrCdSiTiSc2Y2N8,1.92,0.95,2,1.48,1.69,4,1.11,1.9,1.36,1.54,1.44,1.36,1.44,1.36,1.62,1.22,1.62,1.22,0.5495,0.8678,0.7865,0.6588,0.6331,0.6331,0.6,0.6,1.9493,3.1891,0.579,-2.85
267,SrCdSiHfAl3InN8,1.92,0.95,2,1.48,1.69,4,1.11,1.9,1.5,1.3,1.18,1.61,1.18,1.61,1.18,1.61,1.44,1.78,0.5495,0.8678,0.7865,0.6585,0.5775,0.5775,0.5775,0.5583,1.0861,2.4487,0.7363,-2.5421
268,SrCdSiHfAlScY2N8,1.92,0.95,2,1.48,1.69,4,1.11,1.9,1.5,1.3,1.18,1.61,1.44,1.36,1.62,1.22,1.62,1.22,0.5495,0.8678,0.7865,0.6585,0.5775,0.6331,0.6,0.6,1.5684,2.829,0.6714,-2.8012
269,SrCdSnZrAlIn2ScN8,1.92,0.95,2,1.48,1.69,4,1.41,1.96,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.78,1.44,1.36,0.5495,0.8678,0.7086,0.6401,0.5775,0.5583,0.5583,0.6331,0.3234,1.54,1.1059,-2.2772
270,SrCdTiHfGaIn3N8,1.92,0.95,2,1.48,1.69,4,1.36,1.54,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.78,1.44,1.78,0.5495,0.8678,0.6588,0.6585,0.5788,0.5583,0.5583,0.5583,0.6623,1.9074,0.9695,-2.1597
271,SrCdZrHfAlGaInScN8,1.92,0.95,2,1.48,1.69,4,1.48,1.33,1.5,1.3,1.18,1.61,1.26,1.81,1.44,1.78,1.44,1.36,0.5495,0.8678,0.6401,0.6585,0.5775,0.5788,0.5583,0.6331,1.0748,2.3591,0.8957,-2.5665
272,Ba2GeTiGa2InScN8,1.98,0.89,2,1.98,0.89,4,1.22,2.01,1.36,1.54,1.26,1.81,1.26,1.81,1.44,1.78,1.44,1.36,0.5029,0.5029,0.762,0.6588,0.5788,0.5788,0.5583,0.6331,1.9472,3.3198,0.3723,-2.3517
273,Ba2GeHfGaIn2YN8,1.98,0.89,2,1.98,0.89,4,1.22,2.01,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.78,1.62,1.22,0.5029,0.5029,0.762,0.6585,0.5788,0.5583,0.5583,0.6,1.6001,2.9669,0.1714,-2.2731
274,Ba2Sn2GaInScYN8,1.98,0.89,2,1.98,0.89,4,1.41,1.96,1.41,1.96,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.5029,0.5029,0.7086,0.7086,0.5788,0.5583,0.6331,0.6,-0.1367,0.96,1.3049,-2.1334
275,Ba2TiZrAl2Sc2N8,1.98,0.89,2,1.98,0.89,4,1.36,1.54,1.48,1.33,1.18,1.61,1.18,1.61,1.44,1.36,1.44,1.36,0.5029,0.5029,0.6588,0.6401,0.5775,0.5775,0.6331,0.6331,1.7315,2.8638,0.9,-2.8461
276,BaZnSiHfGaInScYN8,1.98,0.89,2,1.31,1.65,4,1.11,1.9,1.5,1.3,1.26,1.81,1.44,1.78,1.44,1.36,1.62,1.22,0.5029,0.9064,0.7865,0.6585,0.5788,0.5583,0.6331,0.6,0.465,1.6505,0.9627,-2.5118
277,BaZnGeSnAl2Y2N8,1.98,0.89,2,1.31,1.65,4,1.22,2.01,1.41,1.96,1.18,1.61,1.18,1.61,1.62,1.22,1.62,1.22,0.5029,0.9064,0.762,0.7086,0.5775,0.5775,0.6,0.6,-0.061,1.1218,1.2063,-2.3252
278,BaZnGeZrAlIn2YN8,1.98,0.89,2,1.31,1.65,4,1.22,2.01,1.48,1.33,1.18,1.61,1.44,1.78,1.44,1.78,1.62,1.22,0.5029,0.9064,0.762,0.6401,0.5775,0.5583,0.5583,0.6,0.1376,1.337,1.1862,-2.234
279,BaZnSn2Ga2In2N8,1.98,0.89,2,1.31,1.65,4,1.41,1.96,1.41,1.96,1.26,1.81,1.26,1.81,1.44,1.78,1.44,1.78,0.5029,0.9064,0.7086,0.7086,0.5788,0.5788,0.5583,0.5583,-0.2305,1.7052,1.887,-1.7592
280,BaCdSiZrGa3YN8,1.98,0.89,2,1.48,1.69,4,1.11,1.9,1.48,1.33,1.26,1.81,1.26,1.81,1.26,1.81,1.62,1.22,0.5029,0.8678,0.7865,0.6401,0.5788,0.5788,0.5788,0.6,0.8506,2.1061,0.8589,-2.3885
281,BaCdGeSnAlGa3N8,1.98,0.89,2,1.48,1.69,4,1.22,2.01,1.41,1.96,1.18,1.61,1.26,1.81,1.26,1.81,1.26,1.81,0.5029,0.8678,0.762,0.7086,0.5775,0.5788,0.5788,0.5788,-0.2193,0.9807,1.3824,-1.9904
282,BaCdGeTiAlInSc2N8,1.98,0.89,2,1.48,1.69,4,1.22,2.01,1.36,1.54,1.18,1.61,1.44,1.78,1.44,1.36,1.44,1.36,0.5029,0.8678,0.762,0.6588,0.5775,0.5583,0.6331,0.6331,0.7699,1.9587,0.8357,-2.4387
